age,prob_death,se,sex,year,province
53,5.5100000000000001E-3,9.8999999999999999E-4,M,1996,BC
54,6.0299999999999998E-3,1.08E-3,M,1996,BC
55,6.6100000000000004E-3,1.15E-3,M,1996,BC
56,7.2399999999999999E-3,1.24E-3,M,1996,BC
57,7.9399999999999991E-3,1.32E-3,M,1996,BC
58,8.6999999999999994E-3,1.4E-3,M,1996,BC
59,9.5300000000000003E-3,1.49E-3,M,1996,BC
60,1.0449999999999999E-2,1.56E-3,M,1996,BC
61,1.146E-2,1.66E-3,M,1996,BC
62,1.257E-2,1.74E-3,M,1996,BC
63,1.379E-2,1.82E-3,M,1996,BC
64,1.5129999999999999E-2,1.9E-3,M,1996,BC
65,1.66E-2,1.99E-3,M,1996,BC
66,1.822E-2,2.1199999999999999E-3,M,1996,BC
67,2.001E-2,2.2799999999999999E-3,M,1996,BC
68,2.197E-2,2.4299999999999999E-3,M,1996,BC
69,2.4119999999999999E-2,2.5999999999999999E-3,M,1996,BC
70,2.6499999999999999E-2,2.7699999999999999E-3,M,1996,BC
71,2.911E-2,2.96E-3,M,1996,BC
72,3.1980000000000001E-2,3.15E-3,M,1996,BC
73,3.5150000000000001E-2,3.3899999999999998E-3,M,1996,BC
74,3.8640000000000001E-2,3.5799999999999998E-3,M,1996,BC
75,4.2479999999999997E-2,3.8700000000000002E-3,M,1996,BC
76,4.6710000000000002E-2,4.1999999999999997E-3,M,1996,BC
77,5.1369999999999999E-2,4.9100000000000003E-3,M,1996,BC
78,5.6509999999999998E-2,5.3800000000000002E-3,M,1996,BC
79,6.2170000000000003E-2,5.7999999999999996E-3,M,1996,BC
80,6.8409999999999999E-2,6.1900000000000002E-3,M,1996,BC
81,7.5289999999999996E-2,6.5399999999999998E-3,M,1996,BC
82,8.2890000000000005E-2,7.28E-3,M,1996,BC
83,9.1259999999999994E-2,8.2799999999999992E-3,M,1996,BC
84,0.10050000000000001,9.3900000000000008E-3,M,1996,BC
85,0.11069,1.0710000000000001E-2,M,1996,BC
86,0.12194000000000001,1.221E-2,M,1996,BC
87,0.13435,1.391E-2,M,1996,BC
88,0.14806,1.583E-2,M,1996,BC
89,0.16319,1.8540000000000001E-2,M,1996,BC
90,0.17990999999999999,2.1579999999999998E-2,M,1996,BC
91,0.19788,2.5350000000000001E-2,M,1996,BC
92,0.21659,2.9929999999999998E-2,M,1996,BC
93,0.23593,3.5520000000000003E-2,M,1996,BC
94,0.25575999999999999,4.2380000000000001E-2,M,1996,BC
95,0.26362000000000002,5.0270000000000002E-2,M,1996,BC
96,0.28194999999999998,6.0720000000000003E-2,M,1996,BC
97,0.30059999999999998,7.3800000000000004E-2,M,1996,BC
98,0.31946000000000002,9.0109999999999996E-2,M,1996,BC
99,0.33839999999999998,0.11070000000000001,M,1996,BC
100,0.35732000000000003,0.13666,M,1996,BC
101,0.37608000000000003,0.16467999999999999,M,1996,BC
102,0.39456999999999998,0.23365,M,1996,BC
103,0.41266999999999998,0.41861999999999999,M,1996,BC
104,0.43030000000000002,0.29604000000000003,M,1996,BC
105,0.44735000000000003,0.33057999999999998,M,1996,BC
106,0.46375,0.38429000000000002,M,1996,BC
107,0.47943999999999998,0.85377999999999998,M,1996,BC
108,0.49436999999999998,0.85024,M,1996,BC
109,0.50849,0.84618000000000004,M,1996,BC
110,1,0,M,1996,BC
0,4.5799999999999999E-3,8.8999999999999995E-4,F,1996,BC
1,2.2000000000000001E-4,1.9000000000000001E-4,F,1996,BC
2,2.1000000000000001E-4,1.9000000000000001E-4,F,1996,BC
3,2.0000000000000001E-4,1.8000000000000001E-4,F,1996,BC
4,1.8000000000000001E-4,1.7000000000000001E-4,F,1996,BC
5,1.7000000000000001E-4,1.6000000000000001E-4,F,1996,BC
6,1.6000000000000001E-4,1.6000000000000001E-4,F,1996,BC
7,1.4999999999999999E-4,1.4999999999999999E-4,F,1996,BC
8,1.3999999999999999E-4,1.4999999999999999E-4,F,1996,BC
9,1.2999999999999999E-4,1.3999999999999999E-4,F,1996,BC
10,1.2999999999999999E-4,1.3999999999999999E-4,F,1996,BC
11,1.2999999999999999E-4,1.3999999999999999E-4,F,1996,BC
12,1.3999999999999999E-4,1.4999999999999999E-4,F,1996,BC
13,1.7000000000000001E-4,1.6000000000000001E-4,F,1996,BC
14,2.1000000000000001E-4,1.8000000000000001E-4,F,1996,BC
15,2.7999999999999998E-4,2.1000000000000001E-4,F,1996,BC
16,3.6999999999999999E-4,2.4000000000000001E-4,F,1996,BC
17,4.2000000000000002E-4,2.5999999999999998E-4,F,1996,BC
18,4.2999999999999999E-4,2.5999999999999998E-4,F,1996,BC
19,4.0999999999999999E-4,2.5000000000000001E-4,F,1996,BC
20,3.8999999999999999E-4,2.5000000000000001E-4,F,1996,BC
21,3.8000000000000002E-4,2.4000000000000001E-4,F,1996,BC
22,3.6999999999999999E-4,2.4000000000000001E-4,F,1996,BC
23,3.6999999999999999E-4,2.3000000000000001E-4,F,1996,BC
24,3.6999999999999999E-4,2.3000000000000001E-4,F,1996,BC
25,3.6999999999999999E-4,2.2000000000000001E-4,F,1996,BC
26,3.8000000000000002E-4,2.2000000000000001E-4,F,1996,BC
27,4.0000000000000002E-4,2.3000000000000001E-4,F,1996,BC
28,4.2999999999999999E-4,2.4000000000000001E-4,F,1996,BC
29,4.6000000000000001E-4,2.5000000000000001E-4,F,1996,BC
30,5.0000000000000001E-4,2.5000000000000001E-4,F,1996,BC
31,5.5000000000000003E-4,2.5999999999999998E-4,F,1996,BC
32,5.9000000000000003E-4,2.5999999999999998E-4,F,1996,BC
33,6.2E-4,2.5999999999999998E-4,F,1996,BC
34,6.4000000000000005E-4,2.7E-4,F,1996,BC
35,6.4999999999999997E-4,2.7E-4,F,1996,BC
36,6.6E-4,2.7E-4,F,1996,BC
37,6.8000000000000005E-4,2.7999999999999998E-4,F,1996,BC
38,7.2000000000000005E-4,2.9E-4,F,1996,BC
39,7.7999999999999999E-4,2.9999999999999997E-4,F,1996,BC
40,8.7000000000000001E-4,3.2000000000000003E-4,F,1996,BC
41,9.7000000000000005E-4,3.4000000000000002E-4,F,1996,BC
42,1.09E-3,3.6000000000000002E-4,F,1996,BC
43,1.2099999999999999E-3,3.8999999999999999E-4,F,1996,BC
44,1.3500000000000001E-3,4.0999999999999999E-4,F,1996,BC
45,1.49E-3,4.4000000000000002E-4,F,1996,BC
46,1.65E-3,4.6000000000000001E-4,F,1996,BC
47,1.81E-3,4.8999999999999998E-4,F,1996,BC
48,1.99E-3,5.1999999999999995E-4,F,1996,BC
49,2.1700000000000001E-3,5.4000000000000001E-4,F,1996,BC
50,2.3700000000000001E-3,6.2E-4,F,1996,BC
51,2.5799999999999998E-3,6.7000000000000002E-4,F,1996,BC
52,2.82E-3,6.9999999999999999E-4,F,1996,BC
53,3.0699999999999998E-3,7.5000000000000002E-4,F,1996,BC
54,3.3600000000000001E-3,8.0999999999999996E-4,F,1996,BC
55,3.6700000000000001E-3,8.5999999999999998E-4,F,1996,BC
56,4.0099999999999997E-3,9.3000000000000005E-4,F,1996,BC
57,4.3899999999999998E-3,9.8999999999999999E-4,F,1996,BC
58,4.81E-3,1.0399999999999999E-3,F,1996,BC
59,5.28E-3,1.1100000000000001E-3,F,1996,BC
60,5.79E-3,1.17E-3,F,1996,BC
61,6.3600000000000002E-3,1.25E-3,F,1996,BC
62,6.9899999999999997E-3,1.33E-3,F,1996,BC
63,7.6899999999999998E-3,1.3699999999999999E-3,F,1996,BC
64,8.4700000000000001E-3,1.4499999999999999E-3,F,1996,BC
65,9.3299999999999998E-3,1.5E-3,F,1996,BC
66,1.0279999999999999E-2,1.5900000000000001E-3,F,1996,BC
67,1.1350000000000001E-2,1.6800000000000001E-3,F,1996,BC
68,1.2529999999999999E-2,1.7899999999999999E-3,F,1996,BC
69,1.3849999999999999E-2,1.89E-3,F,1996,BC
70,1.532E-2,1.99E-3,F,1996,BC
71,1.695E-2,2.0899999999999998E-3,F,1996,BC
72,1.8780000000000002E-2,2.2000000000000001E-3,F,1996,BC
73,2.0820000000000002E-2,2.3600000000000001E-3,F,1996,BC
74,2.3099999999999999E-2,2.48E-3,F,1996,BC
75,2.5659999999999999E-2,2.65E-3,F,1996,BC
76,2.8510000000000001E-2,2.8900000000000002E-3,F,1996,BC
77,3.1710000000000002E-2,3.31E-3,F,1996,BC
78,3.5299999999999998E-2,3.63E-3,F,1996,BC
79,3.9320000000000001E-2,3.8800000000000002E-3,F,1996,BC
80,4.3839999999999997E-2,4.1599999999999996E-3,F,1996,BC
81,4.8910000000000002E-2,4.3800000000000002E-3,F,1996,BC
82,5.4609999999999999E-2,4.8700000000000002E-3,F,1996,BC
83,6.1030000000000001E-2,5.4299999999999999E-3,F,1996,BC
84,6.8260000000000001E-2,6.13E-3,F,1996,BC
85,7.6399999999999996E-2,6.8100000000000001E-3,F,1996,BC
86,8.5580000000000003E-2,7.77E-3,F,1996,BC
87,9.5939999999999998E-2,8.8500000000000002E-3,F,1996,BC
88,0.10764,9.9900000000000006E-3,F,1996,BC
89,0.12086,1.172E-2,F,1996,BC
90,0.13580999999999999,1.345E-2,F,1996,BC
91,0.15228,1.553E-2,F,1996,BC
92,0.16986999999999999,1.8020000000000001E-2,F,1996,BC
93,0.18851000000000001,2.1000000000000001E-2,F,1996,BC
94,0.20810999999999999,2.4580000000000001E-2,F,1996,BC
95,0.22391,2.8750000000000001E-2,F,1996,BC
96,0.24401,3.3989999999999999E-2,F,1996,BC
97,0.26483000000000001,4.0430000000000001E-2,F,1996,BC
98,0.28622999999999998,4.8379999999999999E-2,F,1996,BC
99,0.30803000000000003,5.8180000000000003E-2,F,1996,BC
100,0.33005000000000001,7.3959999999999998E-2,F,1996,BC
101,0.35209000000000001,9.325E-2,F,1996,BC
102,0.37397999999999998,0.10742,F,1996,BC
103,0.39551999999999998,0.1467,F,1996,BC
104,0.41653000000000001,0.19386999999999999,F,1996,BC
105,0.43685000000000002,0.23102,F,1996,BC
106,0.45635999999999999,0.26856999999999998,F,1996,BC
107,0.47494999999999998,0.33727000000000001,F,1996,BC
108,0.49251,0.70482,F,1996,BC
109,0.50900000000000001,0.49431000000000003,F,1996,BC
110,1,0,F,1996,BC
0,4.9100000000000003E-3,9.1E-4,M,1997,BC
1,2.1000000000000001E-4,1.8000000000000001E-4,M,1997,BC
2,1.8000000000000001E-4,1.7000000000000001E-4,M,1997,BC
3,1.6000000000000001E-4,1.6000000000000001E-4,M,1997,BC
4,1.4999999999999999E-4,1.4999999999999999E-4,M,1997,BC
5,1.3999999999999999E-4,1.3999999999999999E-4,M,1997,BC
6,1.2999999999999999E-4,1.3999999999999999E-4,M,1997,BC
7,1.2999999999999999E-4,1.3999999999999999E-4,M,1997,BC
8,1.2999999999999999E-4,1.3999999999999999E-4,M,1997,BC
9,1.2999999999999999E-4,1.3999999999999999E-4,M,1997,BC
10,1.3999999999999999E-4,1.3999999999999999E-4,M,1997,BC
11,1.6000000000000001E-4,1.4999999999999999E-4,M,1997,BC
12,1.8000000000000001E-4,1.6000000000000001E-4,M,1997,BC
13,2.2000000000000001E-4,1.8000000000000001E-4,M,1997,BC
14,2.9E-4,2.0000000000000001E-4,M,1997,BC
15,4.0000000000000002E-4,2.4000000000000001E-4,M,1997,BC
16,5.4000000000000001E-4,2.7999999999999998E-4,M,1997,BC
17,7.2000000000000005E-4,3.2000000000000003E-4,M,1997,BC
18,9.2000000000000003E-4,3.6000000000000002E-4,M,1997,BC
19,1.1299999999999999E-3,4.0999999999999999E-4,M,1997,BC
20,1.2999999999999999E-3,4.2999999999999999E-4,M,1997,BC
21,1.4300000000000001E-3,4.6000000000000001E-4,M,1997,BC
22,1.48E-3,4.6000000000000001E-4,M,1997,BC
23,1.4599999999999999E-3,4.6000000000000001E-4,M,1997,BC
24,1.3600000000000001E-3,4.4000000000000002E-4,M,1997,BC
25,1.25E-3,4.0999999999999999E-4,M,1997,BC
26,1.1800000000000001E-3,3.8999999999999999E-4,M,1997,BC
27,1.15E-3,3.8000000000000002E-4,M,1997,BC
28,1.14E-3,3.8000000000000002E-4,M,1997,BC
29,1.17E-3,3.8999999999999999E-4,M,1997,BC
30,1.24E-3,4.0000000000000002E-4,M,1997,BC
31,1.32E-3,4.0000000000000002E-4,M,1997,BC
32,1.4E-3,4.0000000000000002E-4,M,1997,BC
33,1.49E-3,4.0000000000000002E-4,M,1997,BC
34,1.57E-3,4.0999999999999999E-4,M,1997,BC
35,1.66E-3,4.2999999999999999E-4,M,1997,BC
36,1.74E-3,4.2999999999999999E-4,M,1997,BC
37,1.82E-3,4.4000000000000002E-4,M,1997,BC
38,1.89E-3,4.6000000000000001E-4,M,1997,BC
39,1.9599999999999999E-3,4.6999999999999999E-4,M,1997,BC
40,2.0200000000000001E-3,4.8000000000000001E-4,M,1997,BC
41,2.0799999999999998E-3,4.8999999999999998E-4,M,1997,BC
42,2.16E-3,5.0000000000000001E-4,M,1997,BC
43,2.2599999999999999E-3,5.1999999999999995E-4,M,1997,BC
44,2.3800000000000002E-3,5.4000000000000001E-4,M,1997,BC
45,2.5200000000000001E-3,5.5999999999999995E-4,M,1997,BC
46,2.6900000000000001E-3,5.8E-4,M,1997,BC
47,2.8900000000000002E-3,6.0999999999999997E-4,M,1997,BC
48,3.13E-3,6.4000000000000005E-4,M,1997,BC
49,3.4099999999999998E-3,6.7000000000000002E-4,M,1997,BC
50,3.7299999999999998E-3,6.9999999999999999E-4,M,1997,BC
51,4.1099999999999999E-3,8.1999999999999998E-4,M,1997,BC
52,4.5199999999999997E-3,8.8000000000000003E-4,M,1997,BC
53,4.9699999999999996E-3,9.2000000000000003E-4,M,1997,BC
54,5.47E-3,9.8999999999999999E-4,M,1997,BC
55,6.0200000000000002E-3,1.08E-3,M,1997,BC
56,6.6299999999999996E-3,1.15E-3,M,1997,BC
57,7.2899999999999996E-3,1.25E-3,M,1997,BC
58,8.0300000000000007E-3,1.33E-3,M,1997,BC
59,8.8299999999999993E-3,1.41E-3,M,1997,BC
60,9.7199999999999995E-3,1.5100000000000001E-3,M,1997,BC
61,1.0699999999999999E-2,1.58E-3,M,1997,BC
62,1.1780000000000001E-2,1.6800000000000001E-3,M,1997,BC
63,1.2970000000000001E-2,1.7700000000000001E-3,M,1997,BC
64,1.4279999999999999E-2,1.8600000000000001E-3,M,1997,BC
65,1.5720000000000001E-2,1.9400000000000001E-3,M,1997,BC
66,1.7309999999999999E-2,2.0300000000000001E-3,M,1997,BC
67,1.9060000000000001E-2,2.1800000000000001E-3,M,1997,BC
68,2.0990000000000002E-2,2.3400000000000001E-3,M,1997,BC
69,2.3109999999999999E-2,2.5100000000000001E-3,M,1997,BC
70,2.545E-2,2.6900000000000001E-3,M,1997,BC
71,2.8029999999999999E-2,2.8800000000000002E-3,M,1997,BC
72,3.0870000000000002E-2,3.0899999999999999E-3,M,1997,BC
73,3.4000000000000002E-2,3.29E-3,M,1997,BC
74,3.746E-2,3.5500000000000002E-3,M,1997,BC
75,4.1259999999999998E-2,3.7599999999999999E-3,M,1997,BC
76,4.546E-2,4.0800000000000003E-3,M,1997,BC
77,5.008E-2,4.4299999999999999E-3,M,1997,BC
78,5.5169999999999997E-2,5.1999999999999998E-3,M,1997,BC
79,6.0789999999999997E-2,5.7400000000000003E-3,M,1997,BC
80,6.6989999999999994E-2,6.1999999999999998E-3,M,1997,BC
81,7.3810000000000001E-2,6.6800000000000002E-3,M,1997,BC
82,8.1339999999999996E-2,7.0600000000000003E-3,M,1997,BC
83,8.9649999999999994E-2,7.8799999999999999E-3,M,1997,BC
84,9.8799999999999999E-2,9.0200000000000002E-3,M,1997,BC
85,0.1089,1.03E-2,M,1997,BC
86,0.12003,1.187E-2,M,1997,BC
87,0.13231000000000001,1.367E-2,M,1997,BC
88,0.14585000000000001,1.5679999999999999E-2,M,1997,BC
89,0.16078999999999999,1.7940000000000001E-2,M,1997,BC
90,0.17727000000000001,2.103E-2,M,1997,BC
91,0.19497999999999999,2.4729999999999999E-2,M,1997,BC
92,0.21346000000000001,2.9270000000000001E-2,M,1997,BC
93,0.2326,3.474E-2,M,1997,BC
94,0.25226999999999999,4.1540000000000001E-2,M,1997,BC
95,0.26222000000000001,4.999E-2,M,1997,BC
96,0.28076000000000001,5.9950000000000003E-2,M,1997,BC
97,0.29965000000000003,7.2819999999999996E-2,M,1997,BC
98,0.31874999999999998,8.924E-2,M,1997,BC
99,0.33794999999999997,0.11191,M,1997,BC
100,0.35711999999999999,0.13557,M,1997,BC
101,0.37613000000000002,0.16336999999999999,M,1997,BC
102,0.39487,0.23180000000000001,M,1997,BC
103,0.41321000000000002,0.41531000000000001,M,1997,BC
104,0.43104999999999999,0.29368,M,1997,BC
105,0.44829999999999998,0.32791999999999999,M,1997,BC
106,0.46487000000000001,0.53415999999999997,M,1997,BC
107,0.48071000000000003,0.85350999999999999,M,1997,BC
108,0.49576999999999999,0.84987000000000001,M,1997,BC
109,0.51,0.84570000000000001,M,1997,BC
110,1,0,M,1997,BC
0,4.45E-3,8.8000000000000003E-4,F,1997,BC
1,1.9000000000000001E-4,1.8000000000000001E-4,F,1997,BC
2,2.2000000000000001E-4,1.9000000000000001E-4,F,1997,BC
3,2.4000000000000001E-4,2.0000000000000001E-4,F,1997,BC
4,2.4000000000000001E-4,2.0000000000000001E-4,F,1997,BC
5,2.4000000000000001E-4,1.9000000000000001E-4,F,1997,BC
6,2.2000000000000001E-4,1.8000000000000001E-4,F,1997,BC
7,1.9000000000000001E-4,1.7000000000000001E-4,F,1997,BC
8,1.4999999999999999E-4,1.4999999999999999E-4,F,1997,BC
9,1.2E-4,1.3999999999999999E-4,F,1997,BC
10,1E-4,1.2E-4,F,1997,BC
11,9.0000000000000006E-5,1.2E-4,F,1997,BC
12,9.0000000000000006E-5,1.2E-4,F,1997,BC
13,1.1E-4,1.2999999999999999E-4,F,1997,BC
14,1.4999999999999999E-4,1.4999999999999999E-4,F,1997,BC
15,2.4000000000000001E-4,1.9000000000000001E-4,F,1997,BC
16,3.6000000000000002E-4,2.3000000000000001E-4,F,1997,BC
17,4.0000000000000002E-4,2.5000000000000001E-4,F,1997,BC
18,3.5E-4,2.3000000000000001E-4,F,1997,BC
19,2.7E-4,2.1000000000000001E-4,F,1997,BC
20,2.3000000000000001E-4,1.9000000000000001E-4,F,1997,BC
21,2.1000000000000001E-4,1.8000000000000001E-4,F,1997,BC
22,2.1000000000000001E-4,1.8000000000000001E-4,F,1997,BC
23,2.3000000000000001E-4,1.8000000000000001E-4,F,1997,BC
24,2.7E-4,2.0000000000000001E-4,F,1997,BC
25,3.2000000000000003E-4,2.1000000000000001E-4,F,1997,BC
26,3.6999999999999999E-4,2.2000000000000001E-4,F,1997,BC
27,4.2000000000000002E-4,2.3000000000000001E-4,F,1997,BC
28,4.6000000000000001E-4,2.4000000000000001E-4,F,1997,BC
29,4.8000000000000001E-4,2.5000000000000001E-4,F,1997,BC
30,4.8000000000000001E-4,2.5000000000000001E-4,F,1997,BC
31,4.8999999999999998E-4,2.5000000000000001E-4,F,1997,BC
32,5.0000000000000001E-4,2.4000000000000001E-4,F,1997,BC
33,5.2999999999999998E-4,2.4000000000000001E-4,F,1997,BC
34,5.6999999999999998E-4,2.5000000000000001E-4,F,1997,BC
35,6.3000000000000003E-4,2.5999999999999998E-4,F,1997,BC
36,6.9999999999999999E-4,2.7999999999999998E-4,F,1997,BC
37,7.6999999999999996E-4,2.9E-4,F,1997,BC
38,8.4999999999999995E-4,3.1E-4,F,1997,BC
39,9.3000000000000005E-4,3.2000000000000003E-4,F,1997,BC
40,1.0200000000000001E-3,3.4000000000000002E-4,F,1997,BC
41,1.1199999999999999E-3,3.6000000000000002E-4,F,1997,BC
42,1.2199999999999999E-3,3.6999999999999999E-4,F,1997,BC
43,1.34E-3,4.0000000000000002E-4,F,1997,BC
44,1.4599999999999999E-3,4.2000000000000002E-4,F,1997,BC
45,1.5900000000000001E-3,4.4999999999999999E-4,F,1997,BC
46,1.73E-3,4.6999999999999999E-4,F,1997,BC
47,1.8799999999999999E-3,4.8999999999999998E-4,F,1997,BC
48,2.0500000000000002E-3,5.1999999999999995E-4,F,1997,BC
49,2.2300000000000002E-3,5.5000000000000003E-4,F,1997,BC
50,2.4199999999999998E-3,5.6999999999999998E-4,F,1997,BC
51,2.6199999999999999E-3,6.6E-4,F,1997,BC
52,2.8500000000000001E-3,6.9999999999999999E-4,F,1997,BC
53,3.0999999999999999E-3,7.3999999999999999E-4,F,1997,BC
54,3.3700000000000002E-3,7.7999999999999999E-4,F,1997,BC
55,3.6700000000000001E-3,8.4999999999999995E-4,F,1997,BC
56,4.0099999999999997E-3,8.8999999999999995E-4,F,1997,BC
57,4.3699999999999998E-3,9.7000000000000005E-4,F,1997,BC
58,4.7800000000000004E-3,1.0300000000000001E-3,F,1997,BC
59,5.2199999999999998E-3,1.09E-3,F,1997,BC
60,5.7200000000000003E-3,1.15E-3,F,1997,BC
61,6.2599999999999999E-3,1.2099999999999999E-3,F,1997,BC
62,6.8700000000000002E-3,1.2899999999999999E-3,F,1997,BC
63,7.5300000000000002E-3,1.3699999999999999E-3,F,1997,BC
64,8.2799999999999992E-3,1.42E-3,F,1997,BC
65,9.1000000000000004E-3,1.5E-3,F,1997,BC
66,1.001E-2,1.56E-3,F,1997,BC
67,1.103E-2,1.65E-3,F,1997,BC
68,1.2160000000000001E-2,1.74E-3,F,1997,BC
69,1.341E-2,1.8600000000000001E-3,F,1997,BC
70,1.482E-2,1.9599999999999999E-3,F,1997,BC
71,1.6379999999999999E-2,2.0699999999999998E-3,F,1997,BC
72,1.8120000000000001E-2,2.1800000000000001E-3,F,1997,BC
73,2.0070000000000001E-2,2.2899999999999999E-3,F,1997,BC
74,2.2249999999999999E-2,2.4599999999999999E-3,F,1997,BC
75,2.4680000000000001E-2,2.5799999999999998E-3,F,1997,BC
76,2.741E-2,2.7699999999999999E-3,F,1997,BC
77,3.0470000000000001E-2,3.0200000000000001E-3,F,1997,BC
78,3.39E-2,3.46E-3,F,1997,BC
79,3.7749999999999999E-2,3.81E-3,F,1997,BC
80,4.2070000000000003E-2,4.0800000000000003E-3,F,1997,BC
81,4.6929999999999999E-2,4.4099999999999999E-3,F,1997,BC
82,5.2409999999999998E-2,4.64E-3,F,1997,BC
83,5.8569999999999997E-2,5.1799999999999997E-3,F,1997,BC
84,6.5519999999999995E-2,5.8100000000000001E-3,F,1997,BC
85,7.3359999999999995E-2,6.5799999999999999E-3,F,1997,BC
86,8.2220000000000001E-2,7.3000000000000001E-3,F,1997,BC
87,9.2219999999999996E-2,8.4399999999999996E-3,F,1997,BC
88,0.10353999999999999,9.6299999999999997E-3,F,1997,BC
89,0.11636000000000001,1.0959999999999999E-2,F,1997,BC
90,0.13088,1.2919999999999999E-2,F,1997,BC
91,0.14688000000000001,1.502E-2,F,1997,BC
92,0.16397999999999999,1.7489999999999999E-2,F,1997,BC
93,0.18210000000000001,2.0400000000000001E-2,F,1997,BC
94,0.20115,2.4060000000000002E-2,F,1997,BC
95,0.21445,2.8039999999999999E-2,F,1997,BC
96,0.23351,3.3369999999999997E-2,F,1997,BC
97,0.25330999999999998,3.9390000000000001E-2,F,1997,BC
98,0.27372999999999997,4.793E-2,F,1997,BC
99,0.29461999999999999,5.7189999999999998E-2,F,1997,BC
100,0.31583,7.2959999999999997E-2,F,1997,BC
101,0.33717999999999998,9.2119999999999994E-2,F,1997,BC
102,0.35849999999999999,0.10629,F,1997,BC
103,0.37961,0.14538999999999999,F,1997,BC
104,0.40034999999999998,0.19242999999999999,F,1997,BC
105,0.42057,0.22964999999999999,F,1997,BC
106,0.44011,0.26734999999999998,F,1997,BC
107,0.45888000000000001,0.38197999999999999,F,1997,BC
108,0.47676000000000002,0.39024999999999999,F,1997,BC
109,0.49368000000000001,0.68850999999999996,F,1997,BC
110,1,0,F,1997,BC
0,4.4999999999999997E-3,8.8000000000000003E-4,M,1998,BC
1,4.0999999999999999E-4,2.5999999999999998E-4,M,1998,BC
2,2.9999999999999997E-4,2.2000000000000001E-4,M,1998,BC
3,2.3000000000000001E-4,1.9000000000000001E-4,M,1998,BC
4,1.9000000000000001E-4,1.7000000000000001E-4,M,1998,BC
5,1.6000000000000001E-4,1.6000000000000001E-4,M,1998,BC
6,1.3999999999999999E-4,1.3999999999999999E-4,M,1998,BC
7,1.2999999999999999E-4,1.3999999999999999E-4,M,1998,BC
8,1.2E-4,1.2999999999999999E-4,M,1998,BC
9,1.2E-4,1.2999999999999999E-4,M,1998,BC
10,1.2999999999999999E-4,1.3999999999999999E-4,M,1998,BC
11,1.3999999999999999E-4,1.3999999999999999E-4,M,1998,BC
12,1.7000000000000001E-4,1.4999999999999999E-4,M,1998,BC
13,2.1000000000000001E-4,1.7000000000000001E-4,M,1998,BC
14,2.7999999999999998E-4,2.0000000000000001E-4,M,1998,BC
15,3.8999999999999999E-4,2.3000000000000001E-4,M,1998,BC
16,5.4000000000000001E-4,2.7E-4,M,1998,BC
17,6.8000000000000005E-4,3.1E-4,M,1998,BC
18,7.6999999999999996E-4,3.3E-4,M,1998,BC
19,8.4000000000000003E-4,3.5E-4,M,1998,BC
20,8.9999999999999998E-4,3.6000000000000002E-4,M,1998,BC
21,9.7000000000000005E-4,3.6999999999999999E-4,M,1998,BC
22,1.0200000000000001E-3,3.8999999999999999E-4,M,1998,BC
23,1.08E-3,3.8999999999999999E-4,M,1998,BC
24,1.1199999999999999E-3,4.0000000000000002E-4,M,1998,BC
25,1.16E-3,4.0999999999999999E-4,M,1998,BC
26,1.1999999999999999E-3,4.0999999999999999E-4,M,1998,BC
27,1.23E-3,4.0000000000000002E-4,M,1998,BC
28,1.25E-3,3.8999999999999999E-4,M,1998,BC
29,1.2600000000000001E-3,4.0000000000000002E-4,M,1998,BC
30,1.2600000000000001E-3,4.0000000000000002E-4,M,1998,BC
31,1.2800000000000001E-3,4.0000000000000002E-4,M,1998,BC
32,1.31E-3,4.0000000000000002E-4,M,1998,BC
33,1.3799999999999999E-3,4.0000000000000002E-4,M,1998,BC
34,1.47E-3,4.0000000000000002E-4,M,1998,BC
35,1.5900000000000001E-3,4.0999999999999999E-4,M,1998,BC
36,1.73E-3,4.4000000000000002E-4,M,1998,BC
37,1.8600000000000001E-3,4.4999999999999999E-4,M,1998,BC
38,1.9599999999999999E-3,4.6000000000000001E-4,M,1998,BC
39,2.0500000000000002E-3,4.8000000000000001E-4,M,1998,BC
40,2.0999999999999999E-3,4.8000000000000001E-4,M,1998,BC
41,2.16E-3,5.0000000000000001E-4,M,1998,BC
42,2.2200000000000002E-3,5.1000000000000004E-4,M,1998,BC
43,2.31E-3,5.1999999999999995E-4,M,1998,BC
44,2.4199999999999998E-3,5.4000000000000001E-4,M,1998,BC
45,2.5500000000000002E-3,5.5999999999999995E-4,M,1998,BC
46,2.7100000000000002E-3,5.8E-4,M,1998,BC
47,2.8999999999999998E-3,6.0999999999999997E-4,M,1998,BC
48,3.13E-3,6.3000000000000003E-4,M,1998,BC
49,3.3899999999999998E-3,6.7000000000000002E-4,M,1998,BC
50,3.7100000000000002E-3,6.9999999999999999E-4,M,1998,BC
51,4.0699999999999998E-3,7.2999999999999996E-4,M,1998,BC
52,4.47E-3,8.4999999999999995E-4,M,1998,BC
53,4.9100000000000003E-3,9.2000000000000003E-4,M,1998,BC
54,5.3899999999999998E-3,9.6000000000000002E-4,M,1998,BC
55,5.9100000000000003E-3,1.0300000000000001E-3,M,1998,BC
56,6.4999999999999997E-3,1.1199999999999999E-3,M,1998,BC
57,7.1300000000000001E-3,1.1999999999999999E-3,M,1998,BC
58,7.8399999999999997E-3,1.2899999999999999E-3,M,1998,BC
59,8.6099999999999996E-3,1.3799999999999999E-3,M,1998,BC
60,9.4599999999999997E-3,1.47E-3,M,1998,BC
